175.03,422.03,368.52,432.63
142.09,403.73,334.43,433.23
142.09,403.73,334.43,433.23
149.86,361.95,315.95,392.54
137.46,269.7,260.34,320.04
110.73,303.08,253.1,361.75
80.19,440.41,296.43,496.31
80.19,440.41,296.43,496.31
234.12,448.23,432.75,425.98
210.21,457.93,416.59,446.45
210.29,260.07,318.11,275.05
172.62,434.99,372.89,445.28
168.23,395.27,349.17,413.08
133.47,72.19,157.73,150.76
101.57,124.49,156.09,211.87
94.23,215.1,196.82,295.22
251.68,42.07,244.58,64.86
248.93,459.9,451.67,428.76
241.49,390.54,410.33,372.21
238.67,199.73,312.49,208.42
212.33,200.34,290.48,221.93
210.53,280.17,328.17,292.16
184.58,33.19,182.28,91.48
177.15,467.59,393.08,471.24
177.15,467.59,393.08,471.24
173.93,485.83,400.81,488.77
148.21,276.49,272.38,320.19
148.21,276.49,272.38,320.19
139.57,441.68,347.5,467.55
131.42,262.12,250.46,316.08
130.08,364.7,301.11,405.95
116.15,202.77,208.26,272.48
112.76,233.36,220.36,300.12
103.41,411.73,301.4,459.7
86.07,367.47,264.12,430.05
82.41,168.8,161,259.88
79.45,354.28,251.68,422.35
70.39,407.35,270.47,472.32
64.46,374.54,248.97,447.23
54.32,411.6,258.07,484.14
52.53,203.22,152.94,304.6
40.18,193.78,137.59,302.54
267.23,52.55,263.96,66.18
231.47,43.59,228.54,77.32
188.6,202.16,270.58,236
172.94,211.73,260.9,252.1
140.77,231.8,243.52,284.34
132.89,454.75,348.45,482.24
132.89,454.75,348.45,482.24
132.89,454.75,348.45,482.24
120.56,457,338.78,490.17
120.56,457,338.78,490.17
108.55,94.74,147.29,182.53
106.64,244.18,220.18,313.17
100.93,398.52,292.63,449.5
99.71,423.7,301.87,471.61
99.71,423.7,301.87,471.61
78.03,222.68,185.2,308.74
74.08,205.12,171.76,295.3
63.78,211.1,166.56,305.75
41.05,402.24,243.04,482.65
41.05,402.24,243.04,482.65
231.9,245.72,329.55,251.79
223.28,398.15,398.17,388.12
222.23,77.17,236.97,110.82
216.02,233.43,309.66,249.04
213.43,266.29,323.84,278.76
213.02,445.17,412.92,433.9
208,286.66,329.43,299.22
208.23,201.57,286.37,225.87
204.26,449.04,407.22,441.57
194.55,491.86,420.24,483.53
191.44,423.72,383.54,426.1
191.44,423.72,383.54,426.1
173.54,65.25,188.97,124.47
167.11,48.49,174.67,113.33
165.94,29.83,164.42,97.75
163.01,371.22,332.62,394.61
161.85,38.8,165.51,107.51
142.39,42.79,150.5,120.78
131.74,224.51,232.23,283.27
131.74,224.51,232.23,283.27
129.78,235.58,235.78,294.02
122.31,242.32,233.03,303.6
114.44,331.01,270.78,384.29
114.44,331.01,270.78,384.29
97.32,387.84,284.04,442.06
90.37,219.91,192.86,299.95
76.64,485.99,315.29,537.45
60.62,477.53,296.69,538.13
55.29,249.35,178.36,343.09
52.2,397.63,249.96,473.06
42.32,121.87,103.53,239.25
33.32,127.31,98.68,248.35
32.32,393.36,230.2,479.4
27.13,119.37,89.01,244.68
25.06,493.17,274.33,569.3
274.89,400.96,444.42,364.61
273.18,40.7,262.78,53.59
268.26,395.53,435.88,363.12
264.65,42.85,256.5,59.63
264.65,42.85,256.5,59.63
261.5,464.85,464.76,426.74
258.66,224.82,342.08,219.73
257.65,414.01,435.47,384.65
257.65,414.01,435.47,384.65
258.36,38.5,248.74,59.08
256.69,420.61,438.41,390.9
248.24,35.83,238.8,61.84
239.25,37.11,231.56,67.36
239.25,37.11,231.56,67.36
231.79,33.53,223.31,67.97
228.67,403.37,405.59,389.74
228.67,403.37,405.59,389.74
215.91,201.87,293.69,221.66
214.6,82.14,232.82,118.84
204.26,466.91,416.19,457.4
203.26,226.15,294.96,249.16
197.3,156.7,255.08,192
190.62,76.79,209.48,125.98
184.21,154.13,242.54,196.19
180.52,453.81,389.16,457.85
177.68,73.9,196.66,129.99
177.23,406.82,362.84,418.69
165.4,71.12,184.7,133.77
163.77,21.41,158.51,91.5
153.11,59.85,168.53,130.07
151.91,18.23,146.5,94.74
144.74,480.16,371.46,498.19
141.45,492.31,374.73,510.55
141.45,492.31,374.73,510.55
141.04,243.1,249.58,294.87
141.49,65.5,160.98,140.82
139.76,485.1,369.31,505.23
139.14,250.13,251.41,302.07
139.14,250.13,251.41,302.07
