392.5,764.38,371.83,376.81
646.66,831.21,620.66,439.79
544.97,829.21,520.66,437.51
416.38,843.06,399.2,453.41
163.83,956.18,168.61,548.85
604.6,776.88,586.37,387.84
501.59,825.12,480.98,434.81
501.59,825.12,480.98,434.81
470.08,776.61,452.62,389.12
455.59,823.06,437.81,433.75
382.82,823.41,368.6,433.81
359.77,959.72,347.5,550.62
358.85,912.27,346.02,512.63
359.55,844.26,345.45,454
307.96,825.82,294.42,435.84
295.98,923.03,286.45,521.15
134.1,824.11,125.1,433.73
120.73,796.27,107.94,406.57
730.09,959.6,682.55,548.77
549.01,780.38,531.31,391.91
517.96,843.52,495.9,451.22
477.95,962.78,453.41,551.47
477.6,842.14,457.31,452.78
458.15,801.71,440.82,413.19
456.14,872.7,436.19,477.07
456.14,872.7,436.19,477.07
380.15,887.12,364.98,489.92
380.15,887.12,364.98,489.92
206.01,852.62,199.4,460.98
206.01,852.62,199.4,460.98
209.52,781.79,194.5,394
602.24,856.85,574.21,462.23
497.57,861.78,475.33,467.78
458.45,801.65,440.82,413.19
441.13,890,420.99,493.45
396.21,895.89,380.05,498.59
344.13,820.55,330.1,431.65
344.13,820.55,330.1,431.65
317.4,948.57,309.37,542.44
306.94,963.92,303.22,554.16
304.01,817.14,288.91,427.99
297.54,948.31,290.38,542.01
243.82,961.97,241.7,553.41
209.54,782.13,194.5,394
208.94,960.64,211.09,552.59
197.93,816.74,186.7,426.97
190.26,960.54,193.77,552.47
190.04,943.89,191.03,539.11
165.18,815.66,155.69,425.81
111.82,924.6,116.41,521.84
643.92,870.86,613.06,474.96
596.49,805.44,574.08,415.23
504.91,980.46,477.41,568.03
455.76,853.41,435.91,461.9
455.76,853.41,435.91,461.9
323.27,815.51,308.69,426.63
319.46,848.78,307.23,457.95
304.9,837.62,293.1,447.12
282.79,962.14,278.31,553.84
248.49,946.5,246.41,541.07
226.75,966.03,227.8,557.5
206.37,945.17,208.33,540.22
110.86,742.68,89.12,354.27
764.42,940.79,716.5,534.83
656.49,466.16,325.1,30.05
656.49,466.16,325.1,30.05
641.95,975.72,599.81,562.52
544.76,466.82,325.1,30.05
432.32,853.41,414.45,461.74
402.13,468.74,387.01,30.42
384.16,467.71,364.45,27.9
341.92,965.86,331.63,556.68
243.99,815.46,234.48,425.89
218.38,904.04,215.45,504.98
184.09,847.26,176.92,455.4
692.15,961.36,647.12,551.57
623.63,959.49,584.59,549.81
486.43,873.72,464.56,479.03
471.97,457.86,470.01,15.85
445.11,892.2,425.65,494.98
380.02,813.39,364.94,424.39
312.09,839.05,301.98,449.43
300.96,458.64,265.06,16.07
284,459.48,243.78,16.95
234.87,857.18,227.12,464.94
226.87,901.31,222.76,502.51
226.87,901.31,222.76,502.51
218.98,904.06,215.45,504.98
211,934.54,211.2,531.53
211.25,896.67,207.71,498.88
210.06,856.75,202.56,464.7
150.15,927.74,153.03,525.86
105.05,987.46,117.55,573.81
98.6,995.89,112.9,581.3
97.58,846.44,92.13,454.41
754.67,967.38,703.04,555.99
711.31,860.55,678.19,465.13
711.31,860.55,678.19,465.13
682.46,961.3,638.11,551.13
682.46,961.3,638.11,551.13
631.05,1005.2,587.4,585.24
587.86,906.2,556.73,505.47
587.95,837.27,563.03,445.33
581.21,853.94,554.78,460.7
523.11,910.89,496.82,510.36
485.02,826.5,464.91,436.86
380.59,813.32,364.94,424.39
357.89,825.95,343.06,437.31
326.77,952.15,317.62,544.95
319.57,464.93,286.82,24.52
253.58,936.03,250.38,533
246.81,885.38,240.85,489.31
227.36,852.18,219.51,460.77
227.36,852.18,219.51,460.77
221.61,933.37,220.26,529.46
218.74,947.22,218.64,540.89
217.08,825.63,206.88,435.78
211.88,847.05,204.08,456.24
176.79,867.72,172.22,474.53
117.79,990.16,129.84,574.79
95.83,470.53,21.57,32.44
90.73,811.8,79.53,420.55
704.66,947.55,660.22,539.15
644.92,845.46,616.67,452.02
641.05,858.07,612.13,463.21
631.57,852.24,603.33,458.25
632.06,828.69,606.37,436.87
617.39,810.92,594.64,420.01
597.83,826.09,573.59,434.45
587.49,826.52,563.4,434.79
583.04,958.22,548.27,548.97
530.32,968.12,499.91,556.96
528.03,865.76,504.04,472.21
510.59,909.24,485.29,509.2
503.77,461.8,508.29,21.17
467.93,829.3,448.68,440.05
450.18,822.28,431.88,432.86
392.84,857.37,377.26,465.08
388.53,978.95,373.75,566.16
382.19,820.62,366.96,431.35
369.65,985.56,356.77,571.38
369.65,985.56,356.77,571.38
350.06,983.95,338.92,570.12
338.61,832.22,324.89,442.97
338.19,820.2,324.11,431.2
337.05,891.94,325.43,494.35
337.05,891.94,325.43,494.35
332.87,844.7,320,454.27
307.82,1024.1,302.79,600.29
294.38,957.2,288.74,549.21
268.28,913.23,262.26,513.16
240.61,889.68,235.05,493.36
240.24,870.22,233.74,475.91
235.69,845.11,226.96,454.86
208.21,855.85,201.22,464.05
152.37,1019.2,164.07,597.92
143.95,952.44,150.76,545.08
143.5,1019,156.49,597.83
114.15,1021.7,129.94,600.12
104.66,1020.1,121.2,599.29
103.36,466.09,30.25,26.09
715.1,841.81,685.51,448.16
715.1,841.81,685.51,448.16
712.68,836.93,683.18,443.93
643.15,827.8,617.33,435.71
637.05,832.52,610.88,440.35
636.24,856.51,607.24,461.95
630.75,841.42,603.53,448.64
592.84,841.88,567.71,448.79
582.76,828.42,558.52,437.8
563.03,865.57,537.04,471.55
527.03,956.32,497.92,547.34
525.7,924.77,497.9,522.37
523.29,862.54,499.82,468.62
520.61,918.12,494.37,516.34
497.34,841.46,476.35,449.48
497.34,841.46,476.35,449.48
497.12,824.03,477.1,433.84
488.76,889.3,466.06,492.35
488.72,971.53,462.93,559.96
488.72,971.53,462.93,559.96
485.11,974.72,459.43,562.54
455.64,877.06,435.63,482.02
451.17,828.93,432.5,438.8
442.84,830.46,425.03,441.13
441.12,826.3,423.09,437.64
435.26,859.65,417.02,467.07
435.01,829.11,417.37,440.05
431.58,861.99,413.59,469.19
427.66,463.47,417.21,23.14
424.06,850.38,406.41,458.94
389.18,978.52,373.75,566.16
387.4,868.41,371.95,474.68
386.83,969.73,371.96,558.5
387.13,899.54,371.85,501.33
387.22,846.23,371.66,455.47
383.72,974.03,369.05,562.41
383.72,974.03,369.05,562.41
370.39,828.83,355.38,439.91
366.55,912.99,353.11,512.84
351.13,895.39,337.74,497.5
350.31,979.35,339.24,566.42
349.57,983.71,338.92,570.12
349.17,974.49,338.17,562.86
349.17,974.49,338.17,562.86
326.07,843.91,313.36,453.8
315.1,854.01,302.82,463.05
292.41,845.87,281.55,455.45
235.7,845.31,226.96,454.86
225.08,920.01,222.45,518.42
219.46,988.6,222.43,574.22
219.46,988.6,222.43,574.22
207.19,850.38,200.65,459.29
197.66,1032.3,205.72,607.86
197.66,1032.3,205.72,607.86
178.37,894.94,176.38,497.27
177.92,946.61,181.09,541.09
147.24,890.64,146.55,493.89
123.75,1017.8,138.11,596.92
107.88,806.11,96.59,416.19
714.79,856.16,682.52,461.54
709.69,841.02,680.43,447.89
707.45,852.69,675.99,459.05
704.81,846.68,674.02,452.62
702.59,842.73,672.46,449.17
659.96,833.69,632.79,440.75
658.86,827.47,632.24,435.26
651.91,846.88,623.44,453.03
636.1,827.72,610.52,435.83
600.98,843.63,574.79,450.92
566.32,882.36,537.9,485.5
527.98,972.9,497.84,560.75
524.89,876.51,500.49,481.03
486.14,831.82,466.03,441.97
483.55,828.53,463.53,438.98
479.34,829.89,459.58,440.45
463.12,885.12,442.65,488.91
460.34,959.07,437.61,549.65
448,964.1,426.62,554
447.74,909.31,427.31,509.62
447.51,887.59,427.96,491.22
447.11,977.46,425.54,564.96
446.76,870.31,427.45,475.59
447.16,844.66,428.55,453.83
444.36,841.68,425.89,451.3
439.92,863.79,420.99,470.83
434.02,646.35,420.47,254.7
429.37,828.89,411.81,440.02
427.13,826.14,409.71,437.41
407.53,852.81,391.22,461.18
386.15,910.84,371.08,510.56
371.63,896.28,357.55,499.22
368.37,980.6,356.11,567.04
346.16,846.44,332.53,455.31
346.11,834.11,332.26,444.61
337.49,938.62,327.03,535.19
329.97,855.09,317.86,464.31
319.26,851.81,307.57,461.16
263.24,834.85,252.22,444.77
235.55,964.02,235.38,555.1
213.32,903.47,210.25,504.54
212.86,858.95,205.82,466.6
197.68,1032.1,205.72,607.86
197.68,1032.1,205.72,607.86
192.74,841.91,184.45,451.65
161.28,967.53,167.57,557.85
151.7,908.95,152.77,509.96
151.7,908.95,152.77,509.96
148.97,905.92,149.84,507.22
148.22,953.7,154.41,546.87
115.44,1024.3,131.82,602.44
103.93,925.55,109.19,522.73
103.52,786.52,88.53,397.06
101.93,571.48,71.53,294.5
705.78,838.09,676.4,445.13
704.07,840.02,674.79,447.41
702.04,848.64,671.11,454.89
654.52,835.85,626.96,442.97
641.59,1007.2,596.46,586.74
638.67,861.2,609.28,465.69
632.95,837.91,606.09,445.38
632.63,834.42,606.74,442.48
629.97,825.86,604.33,433.77
596.49,844.97,570.45,452.13
588.45,843.94,563.13,451.38
579.53,848.48,553.35,455.4
531.72,859.17,507.98,465.08
503.23,834.85,482.15,444.61
489.6,862.77,467.72,468.37
459.25,925.35,437.69,523.22
459.13,876.7,438.86,482.2
450.13,878.02,430.35,482.84
447.45,876.07,427.98,480.62
444.21,885.13,424.58,488.93
431.44,857.91,413.68,465.61
371.88,890.71,357.41,493.58
371.88,890.71,357.41,493.58
346.25,877.89,333.51,482.86
346.26,853.78,332.89,462.12
346.36,850.42,332.94,459.23
346.13,840.51,332.64,450.86
344.39,902.37,332.62,503.59
290.68,849.07,280.06,458.53
290.68,849.07,280.06,458.53
255.56,913.67,357.41,493.58
227.59,908.66,223.5,509.14
218.15,842.37,209.56,451.23
211.07,852.29,203.55,460.92
209.51,1030,216.76,605.91
201.78,1028.9,209.5,605.03
167.68,962.14,172.91,553.59
106.63,927.66,111.95,524.16
106.05,919.92,110.27,517.51
